id,mssv, namsinh, gioitinh, noisinh, lopsh, khoa, hedt, khoahoc, chuyennganh2, tinhtrang, diachi_tinhtp,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56
10111,5B13E979XPvAibaEXe9MSDlNDFbYdm7ZbP6bCKMi,1994,1, 'H?i D??ng', KHMT0001, KHMT, CQUI,9, D480101,5, 'Thành ph? Biên Hoà',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113,A191B068XPvAibaEXe9MSDlNDFbYdoCiNVMOPF2D,1996,0, 'TP. H? Chí Minh', KTMT2014, KTMT, CQUI,9, D520214,5, 'Thành ph? H? Chí Minh', 138A Tô Hi?n Thành, qu?n 10, Tp. H? Chí Minh (thu?c Công ty C? ph?n may Sài Gòn 2, 37 Tr?n Tri?u Lu?t, qu?n Tân Bình, Tp.H? Chí Minh).',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114,459ADBDFXPvAibaEXe9MSDlNDFbYdqjhBRShbHKJ,1996,1, 'Thành ph? H? Chí Minh', KTPM0001, CNPM, CQUI,9, D480103,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116,D712BFCEXPvAibaEXe9MSDlNDFbYdstcpztF17Qf,1996,1, 'Thành ph? H? Chí Minh', MMTT0001, MMT&TT, CQUI,9, D480102,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117,D93973F0XPvAibaEXe9MSDlNDFbYdv+00TzAQCSX,1996,1, 'Bình ??nh', ANTT2014, MMT&TT, CQUI,9, D480299,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118,9D2478E5XPvAibaEXe9MSDlNDFbYdoly8gfyWDms,1996,1, 'Qu?ng Ngãi', ANTT2014, MMT&TT, CQUI,9, D480299,5, 'T?nh Qu?ng Ngãi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119,1DDFEC8DXPvAibaEXe9MSDlNDFbYdrDAitYufILG,1996,1, '??k L?k', HTTT0001, HTTT, CTTT,9, D480104,5, 'Huy?n ??k R\'L?p',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,B34BE99FXPvAibaEXe8c53vaOKMxC1fOucMsJhG8,1996,1, 'Ti?n Giang', KHMT2014, KHMT, CQUI,9, D480101,5, 'T?nh Ti?n Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121,F8A375A3XPvAibaEXe8c53vaOKMxC9xXYQrtfUH2,1996,1, 'Thành ph? H? Chí Minh', KTPM0001, CNPM, CQUI,9, D480103,3, 'Thành ph? H? Chí Minh', xã ??c L?p Th??ng , huy?n ??c Hòa, t?nh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122,0D2B48D3XPvAibaEXe8c53vaOKMxCzqf3f9CtSj+,1995,1, '??ng Nai', MMTT0001, MMT&TT, CQUI,9, D480102,3, 'Xã B?o Bình',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123,371F5AE9XPvAibaEXe8c53vaOKMxC9TpnxULmvfr,1996,1, 'Tây Ninh', KTPM2014, CNPM, CQUI,9, D480103,3, 'Thành ph? Tây Ninh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10124,047B5CA3XPvAibaEXe8c53vaOKMxC239GQMYdXlR,1996,1, 'Thành ph? H? Chí Minh', KTPM0001, CNPM, CQUI,9, D480103,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10125,B33E7B54XPvAibaEXe8c53vaOKMxC0URHI2A3waU,1996,1, 'Thành ph? H? Chí Minh', MMTT0001, MMT&TT, CQUI,9, D480102,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127,0D1D6419XPvAibaEXe8c53vaOKMxCwtlsMCgFPbi,1996,1, '??k L?k', TM?T2014, HTTT, CQUI,9, D52480104,5, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128,2C048813XPvAibaEXe8c53vaOKMxC6OcYPNvqU2m,1996,1, 'H?i D??ng', PMCL2014.2, CNPM, CLC,9, D480103,5, 'T?nh H?i D??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129,38FB4ADDXPvAibaEXe8c53vaOKMxC0jV7Wt4ja3z,1996,1, '??ng Nai', KTMT2014, KTMT, CQUI,9, D520214,5, 'Thành ph? Biên Hòa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131,2086199EXPvAibaEXe9Qk6hDUWKQXYCENEFk6Wn/,1996,1, 'Th?a Thiên Hu?', PMCL2014.2, CNPM, CLC,9, D480103,5, 'T?nh Th?a Thiên Hu?', th? xã H??ng Trà, t?nh Th?a Thiên Hu?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132,C4F596B7XPvAibaEXe9Qk6hDUWKQXZP98Rz5k643,1996,1, 'V?nh Long', KHMT0001, KHMT, CNTN,9, D480101,3, 'T?nh V?nh Long',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133,8A4942E7XPvAibaEXe9Qk6hDUWKQXd90HPAVxS/v,1994,1, '??k L?k', KHMT2014, KHMT, CQUI,9, D480101,5, 'T?nh ??k L?k',th? xã Buôn H?,t?nh ?ak Lak',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134,5A10E2B2XPvAibaEXe9Qk6hDUWKQXY8MwWryrhWu,1996,1, 'Thành ph? H? Chí Minh', KTMT0001, KTMT, CQUI,9, D520214,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10136,3B35AABBXPvAibaEXe9Qk6hDUWKQXa1f1s5GACsT,1994,1, 'Ninh Thu?n', HTTT2014, HTTT, CQUI,9, D480104,3, 'T?nh Ninh Thu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10137,9D1D0D5CXPvAibaEXe9Qk6hDUWKQXS/sN5/7YvvK,1996,1, 'Sông Bé', KTPM2014, CNPM, CQUI,9, D480103,3, 'T?nh Bình Ph??c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138,0D8ACB1AXPvAibaEXe9Qk6hDUWKQXW1vlY8dR29I,1996,1, 'Qu?ng Tr?', MMTT2014, MMT&TT, CQUI,9, D480102,5, 'T?nh Qu?ng Tr?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139,7012FFE8XPvAibaEXe9Qk6hDUWKQXYWExMCOA+uA,1996,1, 'Qu?ng Ngãi', KTPM0001, CNPM, CQUI,9, D480103,3, 'T?nh Qu?ng Ngãi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140,A5CBFD30XPvAibaEXe+xxRCacZP96nDee0c9rTgN,1996,1, 'Thành ph? H? Chí Minh', KTPM0001, CNPM, CLC,9, D480103,3, 'Qu?n 12', B?nh vi?n Th?ng Nh?t, s? 01 Lý Th??ng Ki?t, Ph??ng 07, Qu?n Tân Bình, Tp. HCM.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141,DA3DF53DXPvAibaEXe+xxRCacZP96tkiOBxYLD7W,1996,1, 'Sóc Tr?ng', ANTN2014, MMT&TT, KSTN,9, D480299,3, 'T?nh Sóc Tr?ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142,44C83847XPvAibaEXe+xxRCacZP96mHxNEpUbDfG,1996,1, 'Phú Yên', CNTT2014, KTTT, CQUI,9, D480201,5, 'T?nh Phú Yên', huy?n ??ng Xuân, t?nh Phú Yên.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143,88272E39XPvAibaEXe+xxRCacZP96rQIEEZfvWfU,1995,1, '??k L?k', HTTT0001, HTTT, CQUI,9, D480104,8, 'T?nh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144,BE33F672XPvAibaEXe+xxRCacZP96g/fHDPvdJuw,1996,1, 'Thành ph? H? Chí Minh', CNTT0001, KTTT, CQUI,9, D480201,8, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146,43FC3281XPvAibaEXe+xxRCacZP96u5n77x8ggVW,1996,1, 'Lâm ??ng', ANTT2014, MMT&TT, CQUI,9, D480299,3, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147,36FE6837XPvAibaEXe+xxRCacZP96h0zDJZCKy8e,1996,1, '??k L?k', MMTT2014, MMT&TT, CQUI,9, D480102,3, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149,4A223D49XPvAibaEXe+xxRCacZP96myvp3MKYFxv,1996,1, 'Bình ??nh', HTTT0001, HTTT, CQUI,9, D480104,8, 'Huy?n Phù Cát',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150,EF1E5800XPvAibaEXe/dSnTMEtLaY0RM0j3DMRBQ,1996,1, 'Lâm ??ng', KTPM0001, CNPM, CQUI,9, D480103,8, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151,6D2E8231XPvAibaEXe/dSnTMEtLaY2jQPSMnpr39,1996,1, 'Thành ph? H? Chí Minh', MMTT0001, MMT&TT, CQUI,9, D480102,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152,56BDE338XPvAibaEXe/dSnTMEtLaY7dYPGoqxBPE,1996,1, 'Bà R?a - V?ng Tàu', KHMT0001, KHMT, CQUI,9, D480101,3, 'T?nh Bà R?a - V?ng Tàu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153,A14314C4XPvAibaEXe/dSnTMEtLaY2Uw/XIbL0bZ,1996,0, 'Qu?ng Ngãi', PMCL2014.2, CNPM, CLC,9, D480103,5, 'T?nh Qu?ng Ngãi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154,E4AEA33AXPvAibaEXe/dSnTMEtLaY+Y6qERgFb9P,1996,1, 'Long An', MMTT2014, MMT&TT, CQUI,9, D480102,5, 'Huy?n ??c Hoà',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156,6120D0ADXPvAibaEXe/dSnTMEtLaY6EPZOThw3D6,1996,1, 'Ninh Bình', HTTT0001, HTTT, CQUI,9, D480104,8, 'T?nh Ninh Bình',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157,DC0553EBXPvAibaEXe/dSnTMEtLaYzJNN6OiB99V,1996,1, 'Bình ??nh', KTMT2014, KTMT, CQUI,9, D520214,3, 'Huy?n Vân Canh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159,B9B6228FXPvAibaEXe/dSnTMEtLaY89ri1B3AlpX,1995,1, 'Thành ph? H? Chí Minh', KTPM0001, CNPM, CQUI,9, D480103,3, 'Qu?n Th? ??c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160,36FA8BB0XPvAibaEXe/Nok7qdNjJRkvxvZ3RvFLA,1995,1, '??ng Nai', CNTT0001, KTTT, CQUI,9, D480201,8, 'Huy?n Tr?ng Bom', ? ?p 6, xã Sông Tr?u, huy?n Tr?ng Bom, t?nh ??ng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161,B1A11BB2XPvAibaEXe/Nok7qdNjJRokK+NqLfID+,1996,1, 'Phú Yên', KTMT2014, KTMT, CQUI,9, D520214,5, 'Thành ph? Tuy Hoà',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162,A1CC32BDXPvAibaEXe/Nok7qdNjJRpfulMGprmx0,1996,1, 'Th?a Thiên Hu?', MMTT0001, MMT&TT, CQUI,9, D480102,8, 'Thành ph? H? Chí Minh',ph??ng Hi?p Tân,qu?n Tân Phú,TP.HCM',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163,C79D845FXPvAibaEXe/Nok7qdNjJRlWbtI3YyrWF,1996,1, 'Lâm ??ng', KTPM2014, CNPM, CQUI,9, D480103,5, 'T?nh An Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164,D6B46D15XPvAibaEXe/Nok7qdNjJRgSNpIR21GKe,1996,1, 'Tây Ninh', KTMT2014, KTMT, CQUI,9, D520214,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165,CAD39D12XPvAibaEXe/Nok7qdNjJRpivHrc+Odg2,1996,1, 'Qu?ng Tr?', KTPM0001, CNPM, CQUI,9, D480103,8, 'T?nh Qu?ng Tr?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10167,7735E10EXPvAibaEXe/Nok7qdNjJRpZEeIZPx83m,1996,1, '??ng Nai', KTPM0001, CNPM, CQUI,9, D480103,3, 'T?nh ??ng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10168,D1EFC46BXPvAibaEXe/Nok7qdNjJRvDw5If2CSLB,1996,1, 'TP. H? Chí Minh', TM?T2014, HTTT, CQUI,9, D52480104,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10169,53C28097XPvAibaEXe/Nok7qdNjJRpvSBASXhbvj,1996,1, 'Cà Mau', TM?T2014, HTTT, CQUI,9, D52480104,3, 'T?nh Cà Mau', huy?n Tr?n V?n Th?i, t?nh Cà Mau',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10170,87AB1BF1XPvAibaEXe86krjHGvaiWxMmjETCt6JV,1996,1, 'Bình D??ng', KTMT2014, KTMT, CQUI,9, D520214,3, 'T?nh Bình D??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10171,EEC34F7CXPvAibaEXe86krjHGvaiW/vdqnql4K3E,1996,1, '??ng Nai', KHTN2014, KHMT, CNTN,9, D480101,3, 'T?nh ??ng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10172,8EF98EE3XPvAibaEXe86krjHGvaiW0Odpz049bJA,1995,1, 'Cà Mau', MMTT0001, MMT&TT, CQUI,9, D480299,8, 'Thành ph? Cà Mau', TP Cà Mau.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10173,E6272409XPvAibaEXe86krjHGvaiW37tyiJ1YN+9,1996,1, 'Sóc Tr?ng', MMTT0001, MMT&TT, CQUI,9, D480102,3, 'T?nh H?u Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10174,6175A313XPvAibaEXe86krjHGvaiWwI8pzNJ+7Zl,1995,1, '??k L?k', KTPM0001, CNPM, CQUI,9, D480103,8, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10175,A08BEE86XPvAibaEXe86krjHGvaiWwfzWh/KHx/e,1995,1, 'Qu?ng Ngãi', CNTT0001, KTTT, CQUI,9, D480201,8, 'T?nh Qu?ng Ngãi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10176,CA2ACA08XPvAibaEXe86krjHGvaiWw+19X3b0YzT,1996,1, '??k L?k', KTMT0001, KTMT, CLC,9, D520214,1, 'Huy?n Krông Búk',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10177,AABD0D47XPvAibaEXe86krjHGvaiWzZC3wvVUD52,1996,1, '??ng Tháp', MMTT0001, MMT&TT, CQUI,9, D480102,5, 'Huy?n Bù ??p',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10178,29297150XPvAibaEXe86krjHGvaiWzz9rU2gYi/y,1996,1, 'Bình D??ng', MTCL2014, KTMT, CLC,9, D520214,3, 'T?nh Bình D??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10179,A6C0AAB8XPvAibaEXe86krjHGvaiW37q+0pP8UP1,1996,1, 'Bà R?a - V?ng Tàu', HTTT0001, HTTT, CQUI,9, D52480104,8, 'T?nh Bà R?a - V?ng Tàu', ?p Bàu Sen, xã Xà Bang, huy?n Châu ??c, t?nh Bà R?a-V?ng Tàu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10180,1EEADA1AXPvAibaEXe9cYfl6D6BtPJTQN3JoUf4L,1996,1, 'Ngh? An', ANTN2014, MMT&TT, KSTN,9, D480299,3, 'T?nh Ngh? An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10182,856DA928XPvAibaEXe9cYfl6D6BtPIX0tfSptrp+,1996,1, 'Thanh Hoá', MMTT2014, MMT&TT, CQUI,9, D480102,3, 'T?nh Thanh Hoá',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10184,8A5E548AXPvAibaEXe9cYfl6D6BtPDivHAFqINq2,1996,0, 'Ti?n Giang', CNTT0001, KTTT, CQUI,9, D480201,3, 'T?nh Ti?n Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10185,C1F37059XPvAibaEXe9cYfl6D6BtPG7HzaS511bz,1996,1, 'TP. H? Chí Minh', TM?T2014, HTTT, CQUI,9, D52480104,5, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10186,96195CF9XPvAibaEXe9cYfl6D6BtPFPtgzuBfGWm,1996,1, 'Sông Bé', KTMT0001, KTMT, CQUI,9, D520214,3, 'T?nh Bình Ph??c', 'N?i tr?, T? 7, ?p 6, xã Minh Long, huy?n Ch?n Thành, t?nh Bình Ph??c.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10187,E6391B3FXPvAibaEXe9cYfl6D6BtPMp6ys8G8+9H,1996,1, 'Qu?ng Ngãi', KTMT0001, KTMT, CQUI,9, D520214,3, 'T?nh Qu?ng Ngãi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10188,A8F153C6XPvAibaEXe9cYfl6D6BtPHGCj6z6qL7j,1996,1, 'Gia Lai', KTPM2014, CNPM, CQUI,9, D480103,5, 'T?nh Gia Lai', T?nh Gia Lai.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10189,725D70C8XPvAibaEXe9cYfl6D6BtPEEyeyUg0zQQ,1996,1, 'Hà T?nh', KTPM2014, CNPM, CQUI,9, D480103,3, 'T?nh Hà T?nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10190,5D89D12AXPvAibaEXe9oenRjqNmEX77/Bxata+1b,1996,1, 'Bình D??ng', KHMT0001, KHMT, CQUI,9, D480101,8, 'Huy?n D?u Ti?ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10192,3D38A0F6XPvAibaEXe9oenRjqNmEX73VlChhVH0l,1996,1, 'Thành ph? H? Chí Minh', KTPM0001, CNPM, CLC,9, D480103,1, 'T?nh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10196,68A6C4F9XPvAibaEXe9oenRjqNmEXzXRzv4simoh,1994,1, 'Qu?ng Tr?', HTTT2014, HTTT, CQUI,9, D480104,5, 'T?nh Qu?ng Tr?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10197,E63386E8XPvAibaEXe9oenRjqNmEX5FdMtwOoglJ,1996,1, 'Khánh Hòa', HTTT0001, HTTT, CTTT,9, D480104,3, 'T?nh Khánh Hòa', tp. H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10198,E9F66C68XPvAibaEXe9oenRjqNmEXxvlUitwELxr,1996,1, '??k L?k', MMTT0001, MMT&TT, CQUI,9, D480102,3, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200,D26D2640XPvAibaEXe9mCnb3+Zz/Pc0K5w1JVWo1,1996,1, 'Ninh Thu?n', CNTT2014, KTTT, CQUI,9, D480201,5, 'T?nh Ninh Thu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201,EEB7E57CXPvAibaEXe9mCnb3+Zz/PR/yLHcxRw1n,1996,1, 'Ti?n Giang', HTTT0001, HTTT, CQUI,9, D52480104,8, 'T?nh Ti?n Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202,271E1C78XPvAibaEXe9mCnb3+Zz/PczZ4KkugInl,1996,1, 'Qu?ng Ngãi', MMTT0001, MMT&TT, CQUI,9, D480299,3, 'Huy?n ??c Ph?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203,297E034DXPvAibaEXe9mCnb3+Zz/PezZaW2cRbs7,1996,0, 'TP. H? Chí Minh', MMTT2014, MMT&TT, CQUI,9, D480102,5, 'Ph??ng Linh Trung', 'Ban ch?p hành h?i c?c TNXP qu?n Th? ??c.\r\nChi h?i tr??ng c?u TNXP ph??ng Linh Trung, qu?n Th? ??c.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204,682945CCXPvAibaEXe9mCnb3+Zz/PUn3pDGbLSzu,1996,1, 'Kiên Giang', MMTT0001, MMT&TT, CQUI,9, D480299,8, 'Huy?n Phú Qu?c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10205,8D5D416CXPvAibaEXe9mCnb3+Zz/PbPDgGJedFIu,1995,1, 'Ninh Thu?n', MMTT0001, MMT&TT, CQUI,9, D480102,3, 'T?nh Ninh Thu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10206,8213E9BBXPvAibaEXe9mCnb3+Zz/PamkyjsPw+6H,1996,1, '??k L?k', CNTT0001, KTTT, CQUI,9, D480201,3, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10207,2FD982F5XPvAibaEXe9mCnb3+Zz/Pe3XsCZL6/KF,1996,0, 'Qu?ng Nam', HTTT0001, HTTT, CQUI,9, D480104,3, 'T?nh Qu?ng Nam',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10208,9DDFFF12XPvAibaEXe9mCnb3+Zz/PeN3qzJL6pM1,1996,1, 'Thành ph? ?à N?ng', KTPM0001, CNPM, CQUI,9, D480103,3, 'Thành ph? ?à N?ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10209,778A7D5FXPvAibaEXe9mCnb3+Zz/PR/H3cfleQ8t,1996,1, 'Hà T?nh', MMTT0001, MMT&TT, CQUI,9, D480102,8, 'T?nh Hà T?nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10210,47885262XPvAibaEXe/cg9419ghLE29xtKR6mNzO,1996,1, '??ng Nai', HTTT0001, HTTT, CQUI,9, D480104,8, 'T?nh Bình D??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10211,4ECEFD2CXPvAibaEXe/cg9419ghLEztY2raOFFcb,1996,1, 'Gia Lai', KTMT0001, KTMT, CQUI,9, D520214,3, 'T?nh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10212,FE8B49CEXPvAibaEXe/cg9419ghLE/LpBYcTHjDV,1996,1, 'TP. H? Chí Minh', CNTT0001, KTTT, CQUI,9, D480201,3, 'Thành ph? H? Chí Minh', quâ?n 11, TPHCM',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
